id,name,actors,directors,introduction,imgPath,status,playCount,doubanLink,doubanId,yearId,languageId,regionId,categoryId,createdAt,updatedAt
665,神探夏洛克 第二季,本尼迪克特·康伯巴奇 / 马丁·弗瑞曼 / 拉珀特·格雷夫斯 / 安德鲁·斯科特 / 马克·加蒂斯 / 尤娜·斯塔布斯 / 拉娜·普尔弗 / 凯瑟琳·帕金森, 保罗·麦奎根 / 托比·海恩斯,第二季第一集承接上一季最后一集的剧情，从被炸弹和狙击枪威胁的夏洛克(本尼迪克特·康伯巴奇BenedictCumberbatch饰)和华生（马丁·弗瑞曼MartinFreeman饰）和莫里亚蒂(安德鲁·斯科特AndrewScott饰)第一次正式会面开始。接着夏洛克在接受白金汉宫一份重要委托的案件中遇到了亦正亦邪的神秘女子艾琳·艾德勒(拉娜·普尔弗LaraPulver饰)，一位旗鼓相当的对手，一个使他心动的女子。这一次莫里亚蒂是大众相信夏洛克所有的事迹全是虚构，使之变成一个伪英雄名誉扫地。而为了彻底打垮夏洛克迫使他跳楼，莫里亚蒂竟立刻吞枪自杀，结局到底如何，夏洛克会因此中了他的圈套吗？精彩尽在第二季。,1534227567695.jpg,完结,4455,NULL,NULL,4,1,1,2,1569943712,1569943712
666,迷糊餐厅, 福山润 / 阿澄佳奈 / 藤田咲 / 小野大辅 / 喜多村英梨 / 神谷浩史 / 渡辺久美子, 平池芳正,小鸟游是家中独子，上有姐姐下有妹妹，从小生活在女人堆里，酷爱一切和可爱有关的事物。机缘巧合的来到一家叫做瓦古娜利亚的餐厅打工，开始了学校、打工、家事三点一线的忙碌生活。小鸟游渐渐发现，原来瓦古娜利亚餐厅的店员都各具特色：种岛是个外形娇小，长着一张娃娃脸的可爱女生，凭借这令自己相当头疼的卡哇伊外形深得大家疼爱。伊波有着男性恐惧症，对女顾客服务完美的无法挑剔，却因为这奇怪的病症经常殴打男顾客。八千代是外场负责人，特点是喜欢佩戴一把武士道，和爱吃的店长白藤杏子，冷面厨师佐藤三人有着暧昧不清的关系。面对这些怪异却有趣的同事，小鸟游也随着时间渐渐融入到了这别具特色的餐厅打工生活中。,20131103013411.jpg,完结,1455,NULL,NULL,2,5,4,3,1569943712,1569943712
671,爸爸去哪儿第一季, 林志颖 / 小小志 / 王岳伦 / 王诗龄 / 张亮,谢涤葵,镁光灯下、赛车场上、跳台前段、镜头对面，一举一动为大众所关注的男性明星名人，在将精力奉献给事业和梦想的同时，他们的家庭家人又是怎样一种状态呢？2013年湖南卫视原版拷贝韩国MBC电视台的真人秀节目《爸爸！我们去哪儿？》，延请那些事业卓有成效的名人，如影视明星兼赛车手林志颖、奥运冠军田亮、影视明星郭涛、导演王岳伦、国际名模张亮等，和他们的小宝贝组成搭档。接下来的日子，父子（女）档将按照剧组的安排前往那些条件艰苦的所在地。远离了温暖舒适的安乐窝，父亲和养尊处优的小天使们必须相互扶持依靠，迎接他们从未遇到过的巨大挑战，观众即将见证他们之间最笃定纯真的亲情……,20131103040738.jpg,完结,11902,NULL,NULL,5,2,2,4,1569943713,1569943713
672,八月八日,斯维塔兰娜·伊万诺娃 弗拉季米尔·弗多维琴科夫 尤里·库琴科 马克西姆·马特维耶夫 叶戈尔·别洛耶夫  亚历山大·奥列什科  阿列克塞·古斯科夫 谢尔盖·加扎罗夫 阿纳托利·比利 莉迪娅·韦利泽娃,贾尼克·法伊济耶夫,一场毫无征兆的现代战争一触即发，无数大兵、先进武器聚集一地，战事愈演愈烈，导弹在天空中呼啸而过，子弹像雨点般的肆意飞散，形成了一道不可逾越的战争火线，而这道火线恰好阻隔了一对母子。年轻貌美的母亲不顾一切、试图只身穿越火线，救出年幼的儿子，但无奈于敌方火力封锁严密，而且她心中的机器怪物也是万般阻隔，这个冒险之旅对于一个女人来说就像一场噩梦，幸有一队勇敢的大兵舍身保护，但她能否克服千难万险，打败心魔，营救出儿子……,20131104103839.jpg,完结,904,NULL,NULL,5,6,1,1,1569943713,1569943713
673,东方,布里特·马灵  亚历山大·斯卡斯加德  艾伦·佩吉 托比·凯贝尔 朱莉娅·奥蒙德 派翠西娅·克拉克森 希罗·弗南德兹 阿尔迪斯·霍吉 比利·马格努森,Zal_Batmanglij,莎拉·莫斯是一个前FBI的探员，从FBI退休之后，她来到了席勒·布鲁德公司工作，这是一个私人的安保公司。这个公司存在的目的就是保护一切他们的客户所要求要保护的东西，其中的成员都是个中精英。可是这个公司目前却遭受着挑战－－一个叫东方的神秘组织让这个公司非常烦恼。席勒·布鲁德公司的头子沙朗亲自把莫斯从员工中挑选了出来，让她渗透进了东方之中。东方是由一群无政府主义者自发组织而成的一个组织，他们的存在的目的是打击大公司的犯罪活动，并且把真相公布于众。因为接受过训练，并且发誓要完成这个任务。莫斯很快就渗透进了东方这个组织，并且和其中的成员打成了一片，赢得了他们的信任，并且有望参加他们下一次的行动。可是和东方的成员生活在一起，莫斯渐渐发现自己心中的道德和行为准则发生了变化。在见到东方的头目本吉之后，莫斯发现东方所存在的意义其实并不是“除暴安良”或者是“劫富济贫”那么简单－－莫斯的生活、个人道德标准和她对世界的认知发生了变化和倾斜……,20131104104147.jpg,完结,892,NULL,NULL,5,1,1,1,1569943714,1569943714
674,金奈快车,迪皮卡·帕度柯妮 沙鲁克·汗  Satyaraj  Nikitin_Dheer  Priyamani,Rohit_Shetty,拉胡尔住在印度北方的孟买，因为爷爷的过分溺爱，导致老大不小还未结婚，甚至连谈恋爱的机会都没有，这让拉胡尔非常郁闷，在爷爷百岁寿辰之日，拉胡尔的两个损友提出瞒着爷爷前往果阿泡妹子，三个人一拍即合，没想到爷爷因为兴奋过度在生日那天去世。拉胡尔受奶奶的嘱托去完成祖父的遗愿——将骨灰撒在神秘的印度南部拉姆斯瓦兰的圣水中，但是机缘巧合拉胡尔踏上了反方向的金奈快车，偶遇了大美女米娜，米娜的父亲是印度南部可班的土霸王，土霸王打算将自己女儿嫁给邻村的高大威猛的土豪，所以米娜从家中逃了出来。拉胡尔和米娜两个人就好像南极和北极，不同的语言，风俗，习惯闹出了各种笑话，原本不同世界的两颗心也慢慢的在靠近，但是爱情之路并不是那么的一帆风顺，一个意想不到的旅程正在等待着他们。究竟这趟错误的金奈快车会载着两个人去往何处，土鳖能否从土豪的魔掌中夺回女神，相信冥冥之中命运之神自有他的安排。,20131104104931.jpg,完结,557,NULL,NULL,5,6,6,1,1569943714,1569943714
675,校长黄维院士接受江苏卫视专访谈学习贯彻习总书记讲话精神,校长黄维院士,江苏卫视,继《新华日报》专访后，近日，江苏卫视以“深入学习贯彻习总书记系列重要讲话精神：引导学子为实现伟大中国梦奋发图强”为主题，再次对我校校长黄维院士进行了专访，并于11月2日《江苏新时空》栏目播出。习总书记在今年五四青年节同各界优秀青年代表座谈时的讲话中指出“青年的素质和本领直接影响着实现中国梦的进程”，他希望广大青年要坚定理想信念，练就过硬本领，勇于创新创造，矢志艰苦奋斗，锤炼高尚品格，在国家和人民最需要的地方实现自己的梦想。特别是要增强知识更新的紧迫感，不断提高与时代发展和事业要求相适应的素质和能力。黄校长在接受访谈时，指出面对当今时代的多元文化，部分青年学生对中国特殊的国情、复杂的社会现实缺乏独立判断、客观评价、辩证审视的智慧，往往容易迷失方向、丧失信心。因此，高校迫切需要加强中国梦主题教育，引导90后大学生认清形势，牢固树立十八大所倡导的“道路自信、理论自信、制度自信”。与此同时，还应增强基于文化自信的民族自信教育，唯其如此，实现中国梦才会有坚实的根基。就高校如何学习贯彻习总书记讲话精神，黄校长表示，高校作为教书育人的重要阵地，人才培养的根本在于引导学生独立思考、批判思维、大胆创新，在于帮助学生拓宽眼界，宽广胸襟，提升境界，在校园里引进和培育尽可能丰富的多样性，为学生提供多元文化，多元观念，多元力量的碰撞与融合，以适应时代发展之需要，打造国际化创业创新平台，拓展与国外知名高校科研机构的交流，为学生们提供开阔视野的平台。(来自新闻中心）,20131104073051.jpg,完结,4807,NULL,NULL,5,2,2,4,1569943714,1569943714
676,命运之夜, 杉山纪彰 / 川澄绫子 / 植田佳奈 / 下屋则子 / 伊藤美纪 / 诹访部顺一 / 浅川悠,山口祐司,十年前，几乎毁灭世界的大灾难中，卫宫士郎被魔术师卫宫切嗣所救，成为其养子。十年后，士郎为履行与已故的养父之间的约定——成为“正义的伙伴”，而每日不停的进行魔术锻炼。偶然的一天，士郎被卷入了称为“圣杯战争”的魔术师之间的对决。规则是一位魔术师与一位“英灵”结成契约。所谓“圣杯战争”，胜利者可以获得圣杯来实现任何愿望。于是，七位魔术师与七位“英灵”一起加入了这个为了创造奇迹的厮杀之中。卫宫士郎深知，十年前的那场大灾难就是“圣杯战争”引起的，为了避免悲剧再次发生，他与自己的“英灵”Sabar一起，投身于这充满危险与艰辛的”圣杯战争”之中。,1534998888855.jpg,完结,3595,NULL,NULL,1,5,4,3,1569943714,1569943714
678,我的朋友很少,木村良平 / 井上麻里奈 / 伊藤加奈惠 / 山本希望 / 花泽香菜 / 福圆美里 / 井口裕香, 斎藤久,由于混血的外貌和金色的头发，个性其实十分善良的少年羽濑川小鹰（木村良平配音）成为了众人孤立的对象，这让他十分的苦恼。同样的，脸色难看个性孤僻的少女三日月夜空（井上麻里奈配音）也只能在课后和自己幻想中的朋友有说有笑。这样两个孤独的人相遇了，一个专门为了交朋友而成立的社团“邻人社”应运而生。没想到，社团一经成立，居然招来了诸多个性奇怪的美少女——喜欢玩美少女游戏的美少女柏崎星奈（伊藤加奈惠配音），外表是妹子实则是爷们的楠辛村（山本希望配音），超级高智商少女志熊理科（福圆美里配音），中二病重度患者羽濑川小鸠（花泽香菜）等等。这些没有朋友的家伙们聚在一起，居然也在不知不觉中交到了许多的朋友呢。,20131106044815.jpg,完结,1573,NULL,NULL,3,5,4,3,1569943715,1569943715
679,迷糊餐厅第二季, 福山润 / 阿澄佳奈 / 藤田 咲 / 喜多村英梨 / 渡辺久美子 / 小野大辅 / 神谷浩史 / 中村悠一, 大槻敦史,故事舞台发生于大家所熟悉的日本北海道“瓦古娜利亚”的家庭餐馆。在“瓦古娜利亚”里工作的，全是极具个性及形象的人员，包括迷你控的小鸟游宗太、人家一点也不小的种岛白杨、恐惧男性却又殴打男性的伊波真昼、以及常携带日本刀上班的轰八千代等，每天看著他们的互动真的使人十分开心。,20131106045107.jpg,完结,1316,NULL,NULL,3,5,4,3,1569943715,1569943715
680,打工吧！魔王大人,逢坂良太 日笠阳子 东山奈央 小野友树 下野纮 伊藤加奈惠,横谷昌宏,之前搞错了名字，fixed@20160315。在平行空间的圣十字大陆上，邪恶魔王撒旦（逢坂良太配音）派出魔军侵略周围的领土。人类在勇士艾米利亚（日笠阳子配音）的率领下奋起反抗，最终攻入魔宫，迫使撒旦逃离此地。当魔王恢复意识后，发现自己竟然和忠实随从阿尔谢奈尔（小野友树配音）置身于完全陌生的地球日本东京。魔力全失的二人为了生计不得不领取社保卡、银行卡等必须要件，还要每日外出打工维持吃穿用度。时时刻刻渴望回归本土的魔王，某天意外发现艾米利亚竟然也追踪自己来到地球！虽然衣食住行令人烦恼，但是这三个看似中二病缠身的年轻人渐渐习惯了地球的生活。与此同时，仿佛有另一股力量潜伏在他们身边，时刻准备抹杀魔王和勇者的存在……本片根据和ヶ原聡司的轻小说《魔王城は六畳一間!》改编。,20160315053128.jpg,完结,2466,NULL,NULL,5,5,4,3,1569943716,1569943716
683,初恋的回忆,曼迪·摩尔 夏恩·韦斯特 彼德·考约特 达丽尔·汉纳 劳伦·日尔曼 克莱恩·克劳福德,亚当·山克曼,杰米（曼迪・摩尔MandyMoore饰）是一个学习优秀长相平凡的女生，身为牧师女儿的她信仰坚定，不为人所影响。兰顿（夏恩・韦斯特ShaneWest饰）是典型的坏学生，不爱学习，吊儿郎当，瞧不起另类清高的杰米。因为一个过火的恶作剧，兰顿被罚到附属学校去做家教，并且要在一个舞台剧中扮演谦卑角色，而剧中的女主角正是他甚无好感的杰米。杰米对排练的投入渐渐感染了初到剧团的兰顿，兰顿开始投入角色，并对杰米有了改观。然而自信的杰米竟要兰顿立下约誓言，要他一定不能爱上自己。排练的日子相处磨合，男生女生间的感情还是悄悄滋长了。然而杰米却无法接受这个事实。面前这个不思进取的坏学生，怎么可能成为自己的恋人……,20131107011702.jpg,完结,808,NULL,NULL,1,1,1,1,1569943716,1569943716
686,某科学的超电磁炮, 佐藤利奈 / 新井里美 / 丰崎爱生 / 伊藤加奈惠 / 阿部敦 / 大原沙耶香 / 植田佳奈, 长井龙雪,本剧以镰池和马所著的轻小说《魔法禁书目录》中的人气角色御坂美琴为主角的外传漫画《科学超电磁炮》改编。故事发生在面积占据东京都西部的三分之一，居住着230万名人口，其中八成人口是学生的巨大都市“学园都市”。学园都市和外部隔离，研究最尖端科技。所有学生都接受超能力开发，并大都借由药物、催眠术与通电刺激等方式取得超能力。有各种类型不同能力，以范围和威力分为无能力者（Level0）、低能力者（Level1）、异能力者（Level2）、强能力者（Level3）、大能力者（Level4）和超能力者（Level5）。故事从学园都市最强的电击公主“超电磁炮”御坂美琴，某天认识了和黑子一样担任风纪委员的初春饰利开始......,20131109042430.jpg,完结,4265,NULL,NULL,1,5,4,3,1569943717,1569943717
687,只有神知道的世界 神のみぞ知るセカイ,下野纮 / 伊藤加奈惠 / 竹达彩奈 / 花泽香菜 / 阿澄佳奈, 高柳滋仁,在二次元中，高中生桂木桂马（下野紘配音）拥有着耀眼的“攻略之神”的名号，年仅17岁的他，就以曾经攻略过10000名女性的光辉事迹闻名于宅男圈，当然仅限于在游戏中。可是现实里的桂马，却是一个个性极为冷漠的少年，对于三次元的女性完全打不起精神。某一日，一个叫做艾露西（伊藤加奈惠配音）的可爱少女出现在了桂马的面前，艾露西告诉桂马，她是来自冥界的恶魔，此次前来是为了请求桂马帮助她完成她的使命——驱魂。而驱魂的最好方法，就是使被驱魂者陷入恋爱的状态中，而攻略之神桂马，毫无疑问成为了这使命的最佳帮手。桂马答应了艾露西的请求并和她结下了契约，没想到，这契约居然还关系着桂马的性命！于是，对于桂马来说，把妹，居然变成了一件十分危险的事情。,20131109044531.jpg,完结,1882,NULL,NULL,2,5,4,3,1569943717,1569943717
688,只有神知道的世界 第2季 神のみぞ知るセカイII, 下野纮 / 伊藤かな恵 / 丰崎愛生 / 早見沙織 / 阿澄佳奈,高柳滋仁,【STAFF】监督：高柳滋仁脚本構成：倉田英之人物设计：渡辺明夫色彩設計：久保木裕一美術監督：佐藤歩、都甲佳代子撮影監督：山田和宏編集：長坂智樹音響監督：岩浪美和音楽：松尾早人制作公司：manglobe【CAST】桂木桂馬：下野紘艾璐茜：伊藤かな恵,20131109045154.jpg,完结,1660,NULL,NULL,3,5,4,3,1569943717,1569943717
690,魔法少女小圆,悠木碧 / 斋藤千和 / 水桥薰 / 喜多村英梨 / 加藤英美里 / 野中蓝 / 新谷良子, 新房昭之,平凡的中学生鹿目圆（悠木碧配音）有一个美满的家庭，在生活中她是个性格温顺又有爱心的好孩子。转学生晓美焰（齐藤千和配音）的出现打破了小圆平静的生活，这个性格酷酷又体弱多病的黑长直少女似乎对小圆有着什么难言之隐。命运中的相遇出现了，小圆在路边救下了一只浑身是伤的奇怪动物，没想到这只动物居然会说人类的语言。它告诉小圆它的名字叫丘比（加藤英美里配音），并且提出了一个特殊的要求，它希望小圆能够和它签订契约成为魔法少女。魔法少女是这个世界中一种特殊的存在，她们肩负着和魔女战斗的使命，作为报酬，丘比可以实现她们任意的一个愿望。在战斗的过程中，小圆发现魔法少女这个职业并非故事里所描绘的那么美好，随时有着牺牲的可能。并且，随着战斗的升级，一个关乎于她自己的残酷真相正在逐步的浮出水面。,20131109050844.jpg,完结,1727,NULL,NULL,3,5,4,3,1569943718,1569943718
692,妖精的尾巴,柿原彻也 平野绫 钉宫理惠 中村悠一 ,Shinji Ishidaira ,故事叙述在一个充满魔法的世界——阿斯兰特（Earthland）中。菲奥雷王国，是一个人口1700万的永久中立国，魔法被普通的贩卖，深入人们的生活。然而有些人操纵着魔法并以此为生，人们称他们为魔导士。众多厉害魔导士云集的魔导士公会名叫“FairyTail”。少女露西一直希望能加入，成为其中的成员。在纳兹的引导下，露西终于得尝所愿，并结识了许多厉害的魔导士。随后，露西跟纳兹、格雷、艾露莎和哈比组成“最强队伍”，在这个全世界最吵闹、最暴力，但也是最快乐的公会里，创造出数不清的传说的，借着各种委托人的任务而不断变强，伙伴也一个一个加入，故事就这样渐渐揭开……,1535162579227.jpg,完结,32694,NULL,NULL,1,5,4,3,1569943718,1569943718
700,某科学的超电磁炮S, 佐藤利奈 / 新井里美 / 豊崎愛生 / 伊藤かな恵 / 阿部敦, 长井龙雪,面积占东京都西部1/3、人口超过230万、八成以上由学生组成的学园都市，尖端科技发展迅速，超能力开发已经深入到城市的各个角落。超能力水平高达Level5的御坂美琴（佐藤利奈配音）如往常一样和初春饰利（丰崎爱生配音）、白井黑子（新井里美配音）等好友过着平凡的日子，间或热血爆发挫败各种扰乱城市的阴谋。某天，在调查一起现今卡事件时她邂逅了长点上机学园的布束砥信（叶山郁美配音），从而得知用美琴的DNA大批量复制超能力者的“量产型能力者计划”。不安定的气氛在都市角落肆意蔓延……本片为镰池和马（原作）、冬川基（作画）的原作《魔法禁书目录》的外传漫画第二季TV动画。,20131114060124.jpg,完结,3706,NULL,NULL,5,5,4,3,1569943720,1569943720
701,只有神知道的世界 女神篇 神のみぞ知るセカイ 女神篇, 下野纮 / 伊藤加奈惠 / 早见沙织 / 名塚佳织 / 东山奈央 / 竹达彩奈 / 阿澄佳奈 / 花泽香菜 / 井口裕香 / 高垣彩阳 / 户松遥, 大脊戸聡,无。,20131114070305.jpg,完结,1326,NULL,NULL,5,5,4,3,1569943721,1569943721
703,给朱丽叶的信,阿曼达·塞弗里德 盖尔·加西亚·贝纳尔 克里斯托弗·艾甘 瓦妮莎·雷德格瑞夫 ,盖瑞·温尼克 ,苏菲·霍尔（阿曼达·塞弗里德AmandaSeyf饰）是《纽约客》的调查员。她的未婚夫维克多为开餐馆忙碌着。他们来意大利的维罗纳旅行。不过，维克多却醉心于品尝美食，对她疏于照顾。两人感情因此矛盾丛生。苏菲闲逛到许愿墙下，发现很多人给朱丽叶写信。她很好奇，尾随取信的妇女，发现有四位女士扮演朱丽叶，回信解答情感问题。苏菲被感动了，决定加入她们的队伍。她读到一封50年前的来信：克莱尔·史密斯（瓦妮莎·雷德格瑞夫VanessaRedgrave饰）讲述了一段留有遗憾的当年情。苏菲用心地回了信。没想到，某天，老人的孙子查理（克里斯·艾根ChrisEgan饰）找上门来。她这才了解，老人读了她的信，决定重拾真爱。但查理觉得这很荒谬。在争执中，三个人共同踏上了寻爱之旅……,20131115060343.jpg,完结,463,NULL,NULL,2,1,1,1,1569943721,1569943721
706,我是特种兵之火凤凰,徐佳，程愫，杨舒，刘晓洁，安雅萍,刘猛,《我是特种兵之火凤凰》讲述的是东南军区高层决定选拔组建一支代号为“火凤凰”的女子特战队。于是，来自不同部队不同职位的八名女兵聚到了一起，她们怀揣着各自的理想，通过近乎残忍的训练和实战逐渐蜕变，最终以一个真正军人的姿态重新绽放生命，完成凤凰涅槃。,20131116105337.jpg,完结,12044,NULL,NULL,5,2,2,2,1569943722,1569943722
707,兰陵王,冯绍峰 林依晨 陈晓东 翟天临 ,钟澍佳 ,魏晋南北朝时期，华夏大地步入前所未有的乱世。金戈铁马纵豪迈，勇夫壮士化枯骨。北齐气数将尽，北周在宇文邕（陈晓东饰）的统领下迅速崛起，朝着统一大业全速前进。而在这位盖世英雄面前，北齐战神兰陵王高长恭（冯绍峰饰）成为最大阻碍。在征伐途中，兰陵王意外踏入巫咸后人隐居的世外桃源，并结识了世代拥有预知能力的白山村女孩杨雪舞（林依晨饰）。乱世因缘前注定，岂是人力所能移。雪舞这个奇女子与兰陵王和宇文邕均结下不解的因缘，可是纵使早已窥见未来的天机，却无法撼动命运的安排。一代豪杰兰陵王功成名就，自然引来帝座的不满。杀父弑君的太子高纬（翟天临饰）继位，高长恭和杨雪舞这对乱世有情人即将迎来宿命中最大的磨难……,1534666690397.jpg,完结,7506,NULL,NULL,5,2,2,2,1569943722,1569943722
708,特工008,Vladimir Yepifantsev 谢尔盖·阿斯塔霍夫 Harry Borg ,Oleg Pogodin ,为了追缉跨国犯罪分子，俄罗斯情报局特工伊戈尔•克列姆涅夫（弗拉基米尔•叶皮凡采夫V.Yepifantsev饰）来到哥伦比亚，但是行动失败，手下全部丧生。这让伊戈尔备受指责，他百口莫辩，被降职。为了戴罪立功，他接受了俄罗斯石油大亨索尔金的案子，后者被控偷税漏税并企图颠覆政府。伊戈尔去欧洲缉拿知悉索尔金犯罪证据的米哈伊尔•谢里克。期间，他结识了身材火辣、身手不凡的女间谍奥拉娃（奥莉加•法捷耶娃OlgaFadeyeva饰）。起初，伊戈尔误认为奥拉娃是敌人一伙，幸好同伴提醒，才让对方表明心迹，同仇敌忾。两人密切配合并取得了很好的战绩。某夜，伊戈尔正在淋浴，奥拉娃突然闯入，色诱于他。两人激情缠绵之时，她却用早已藏好的针管插入了他的身体，原来这一切不过是个阴谋……,20131117100155.jpg,完结,1601,NULL,NULL,1,6,1,1,1569943722,1569943722
709,蜂鸟,杰森·斯坦森 阿加塔·布泽克 薇琪·麦克卢尔 本德里克特·王 ,斯蒂文·奈特 ,一年前，作为特种部队一员的约瑟夫·史密斯中士（杰森·斯坦森JasonStatham饰）在阿富汗战场经历了常人难以想象的血雨腥风。因某起事件他被军事法庭指控，并被诊断患有攻击压力症。之后约瑟夫从医院逃出，混迹在流浪汉中间艰苦求生。他化名乔伊，与名叫伊莎贝尔（维多利亚·贝维克VictoriaBewick饰）的女孩结伴。在一次被歹徒袭击之后，慌不择路的乔伊意外闯入一幢无人房间，适逢主人赴美公干，他放心享用主人的一切物品。饱受精神困扰的他，似乎只能从善良的修女克里斯蒂娜（阿嘉塔·布泽克AgataBuzek饰）那里得到些许帮助。偶然机会，乔伊涉足中国黑道，在刀头舔血赚取营生的同时，他意外听到关于伊莎贝尔的消息……,20131117100608.jpg,完结,3706,NULL,NULL,5,1,1,1,1569943723,1569943723
713,纯真的年代,李亚鹏 应采儿 高虎 ,汪锡宏 ,《纯真的年代》(又名《我的三十年》)是为纪念改革开放三十周年以及献礼建国六十周年的长篇连续剧，以1978年以来的广州为背景，通过讲述一群普普通通的广州人，伴随着三个不同的家庭命运的跌宕起伏、悲欢离合的故事情节，展现出一个时代的巨大变迁。1978年，在东北插队的北京知青“厉家驹”逃往广州避难时，结识了“吉祥里”里的“阿静”和“洗广伟”。在经历了一番不打不相识的波折之后，众人都来到了号称“天堂围”的知青点。那里却没有一丝天堂的意思，大家都商量着逃港，却屡屡不成功。直到全国恢复高考，家驹等人考上了大学，阿静也成了小个体户商贩，成了第一批“吃螃蟹”的人。洗广伟历经各种骗局，也走了出来，在改革开放的初期，挣到了人生第一桶金。已经做了公务员的厉家驹不满体制内的人浮于事，辞掉公职投身于改革开放的大潮中，下海经商，可就在他们的生活逐渐好转时，一场灾难又降临在了他们面前，他们将何去何从。,20131122010421.jpg,完结,4677,NULL,NULL,1,2,2,2,1569943723,1569943723
714,插翅难逃,赵燕国彰 于慧 张寒 沈鱼 ,叶鸿伟 ,本剧以崭新的视角和手法，在详尽细致地描写了罪犯张世豪惊世骇俗的犯罪过程的同时，更追叙了张世豪曲折的成长经历，及其与妻子郭金凤近20年的爱恨孽缘。触目惊心地展现了这一犯罪集团暴力抢劫、绑架勒索、走私军火等累累恶迹。同时通过表现内地和香港警察通力合作，不畏艰险，与犯罪分子斗智斗勇的故事，歌颂了他们的足智多谋和英勇善战，警示那些妄图以身试法的罪犯，天网恢恢，插翅难逃。,20131125111122.jpg,完结,4803,NULL,NULL,1,2,2,2,1569943724,1569943724
716,双龙出手,丹泽尔·华盛顿 马克·沃尔伯格 宝拉·巴顿 比尔·帕克斯顿 ,巴塔萨·科马库 ,鲍比-特伦奇（丹泽尔-华盛顿饰）在抢银行前对马库斯-西格曼（马克-沃尔伯格饰）说，行内有不成文的规矩，不要打劫贩卖美味的甜甜圈的旁边的银行。因为警察都会去那里买吃的。不管怎么说，他们的行动很顺利：现场没有人报警，保险柜被轻易打开，他们用汽车装走了四千万美元的现金。待行至荒野，清点钱数的时候，他们突然举枪指向彼此。在鲍比还没明白怎么回事的时候，已经摔倒在地，而马库斯这才看到鲍比手里拿着的警徽，发现他是美国缉毒局的探员。而马库斯也是海军罪案调查处的警官。他们二人都用了12个月的时间进行卧底，试图掌握犯罪集团的动向和犯罪证据。他们在同时渗透墨西哥毒品组织的过程中不明就里的碰到了一起，让彼此都乱了阵脚。他们的上司见状变了脸，希望他们退出行动，并且要追究他们违法抢劫。孤立无援的两个人只好通力合作调查事件真相。过程中，他们发现中情局在其中捣了鬼……,20131125043141.jpg,完结,691,NULL,NULL,5,1,1,1,1569943724,1569943724
717,兄弟,小谢尔盖·波德洛夫 维科托·斯佐夫 Svetlana Pismichenko Mariya Zhukova ,阿历克塞·巴拉巴诺夫 ,達尼拉從軍隊復員後到聖彼得堡投奔似乎已經是大人物的哥哥。見面之後他才知道哥哥原來是個僱傭殺手，哥哥讓達尼拉去替他完成幾項殺人任務。第一次他剷除了高加索人，第二次幹掉了哥哥販賣毒品的競爭對手，之後又把綁架哥哥的黑社會分子全部打死，然後他拿著黑社會的10萬美金離開了聖彼得堡。本片成為了1997年俄羅斯電影的領頭羊。這部低成本的影片在短短一個月內就完成了拍攝。是巴拉巴諾夫成名作，很漂亮黑幫片，電影僅在一個月內即完成拍攝，卻成為了當年俄羅斯最賣座的作品。作為一部典型的社會犯罪暴力片，《兄弟》在選取演員、情節設計、節奏把握、甚至音樂選取上都精益求精。片中一改殺手模式化的冷酷形象，達尼拉愛憎分明，他身上兼備殘酷與溫情，雖然他是一個殺手，但他的正義感和浪漫主義氣質博得了人們的喜愛。影片一上映就受到了青年觀眾的追捧。三年後，阿‧巴拉巴諾夫又推出了《兄弟》的續集《兄弟2》。本片獲1997年俄羅斯塔夫爾電影節最佳男主角獎，芝加哥電影節最佳男演員獎。,20131125044616.jpg,完结,339,NULL,NULL,1,6,1,1,1569943724,1569943724
718,赤焰战场2,布鲁斯·威利斯 玛丽·露易斯·帕克 凯瑟琳·泽塔-琼斯 海伦·米伦 ,迪恩·帕里索特 ,前中情局特工弗兰克·摩西（布鲁斯·威利斯BruceWillis饰）退休后远离杀戮战场，无比享受与莎拉（玛丽·露易斯·帕克Mary-LouiseParker饰）为伴的悠闲岁月。某天他毫无征兆地目击了老搭档马文·博格斯（约翰·马尔科维奇JohnMalkovich饰）惨死的一幕，自己也成为下一个被追杀的目标。一切源于冷战时代的龙葵之光计划，美国政府为了防止该计划流传网络，因此急于抹杀知情者弗兰克和马文。马文死而复生，救出被困的弗兰克，二人带着莎拉一路逃亡，寻找龙葵之光的关键人物。与此同时，维多利亚（海伦·米伦HelenMirren饰）被英国军情六处命令追杀弗兰克等人，而曾和弗兰克有过交集的世界顶尖杀手韩朝培（李秉宪饰）也受雇于美国政府尾随前来。久违的搏杀再起……本片根据华伦·埃利斯（WarrenEllis）和库里·汉默（CullyHamner）的漫画改编。,20131125044847.jpg,完结,1344,NULL,NULL,5,1,1,1,1569943725,1569943725
